acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name
0.73,https://api.spotify.com/v1/audio-analysis/4SokoSoNZgSYOlVL56o8Zb,0.83,249533,0.167,4SokoSoNZgSYOlVL56o8Zb,0.706,2,0.0734,-15.062,0,0.0493,160.01,4,https://api.spotify.com/v1/tracks/4SokoSoNZgSYOlVL56o8Zb,audio_features,spotify:track:4SokoSoNZgSYOlVL56o8Zb,0.207,Walking Vibration
0.963,https://api.spotify.com/v1/audio-analysis/45U7uAsLKRmbvlZ6iqCRBk,0.358,68307,0.0361,45U7uAsLKRmbvlZ6iqCRBk,0.933,2,0.0927,-20.747,1,0.0297,71.29,4,https://api.spotify.com/v1/tracks/45U7uAsLKRmbvlZ6iqCRBk,audio_features,spotify:track:45U7uAsLKRmbvlZ6iqCRBk,0.106,Ceremony
0.982,https://api.spotify.com/v1/audio-analysis/3yZDgWyWAoLLSAFWRQ1voS,0.465,41533,0.0837,3yZDgWyWAoLLSAFWRQ1voS,0.245,0,0.0638,-17.572,1,0.0798,202.219,3,https://api.spotify.com/v1/tracks/3yZDgWyWAoLLSAFWRQ1voS,audio_features,spotify:track:3yZDgWyWAoLLSAFWRQ1voS,0.869,Seeing Beauty
0.353,https://api.spotify.com/v1/audio-analysis/0zb5PMJ6xA0ofgdZt8qy6C,0.644,81733,0.125,0zb5PMJ6xA0ofgdZt8qy6C,0.000621,7,0.0446,-13.677,1,0.0396,109.725,4,https://api.spotify.com/v1/tracks/0zb5PMJ6xA0ofgdZt8qy6C,audio_features,spotify:track:0zb5PMJ6xA0ofgdZt8qy6C,0.588,Lucky
0.909,https://api.spotify.com/v1/audio-analysis/3NrNACPTzGBsgngmt3OUDG,0.239,181093,0.211,3NrNACPTzGBsgngmt3OUDG,0.858,9,0.101,-18.11,0,0.0542,79.952,4,https://api.spotify.com/v1/tracks/3NrNACPTzGBsgngmt3OUDG,audio_features,spotify:track:3NrNACPTzGBsgngmt3OUDG,0.0376,Garcon
0.971,https://api.spotify.com/v1/audio-analysis/6SP0FJEwx0QSRnzlH6iMLV,0.732,98827,0.301,6SP0FJEwx0QSRnzlH6iMLV,0.774,7,0.0875,-13.408,1,0.0871,83.26,4,https://api.spotify.com/v1/tracks/6SP0FJEwx0QSRnzlH6iMLV,audio_features,spotify:track:6SP0FJEwx0QSRnzlH6iMLV,0.459,Cirque
0.98,https://api.spotify.com/v1/audio-analysis/7gYDityTpCiHsY0YSA8Wm2,0.105,207133,0.091,7gYDityTpCiHsY0YSA8Wm2,0.903,10,0.0951,-23.583,1,0.0349,74.447,4,https://api.spotify.com/v1/tracks/7gYDityTpCiHsY0YSA8Wm2,audio_features,spotify:track:7gYDityTpCiHsY0YSA8Wm2,0.0302,Pantomime
0.797,https://api.spotify.com/v1/audio-analysis/7lBcXEOOxagyC77gsRk1Qp,0.749,115720,0.108,7lBcXEOOxagyC77gsRk1Qp,0.818,7,0.106,-11.742,0,0.0414,133.015,3,https://api.spotify.com/v1/tracks/7lBcXEOOxagyC77gsRk1Qp,audio_features,spotify:track:7lBcXEOOxagyC77gsRk1Qp,0.231,Tente
0.568,https://api.spotify.com/v1/audio-analysis/6AUUTtwhlswGi1lJEsoA9L,0.938,294093,0.314,6AUUTtwhlswGi1lJEsoA9L,0.648,0,0.42,-15.699,1,0.0815,111.156,4,https://api.spotify.com/v1/tracks/6AUUTtwhlswGi1lJEsoA9L,audio_features,spotify:track:6AUUTtwhlswGi1lJEsoA9L,0.734,Festa
0.449,https://api.spotify.com/v1/audio-analysis/4uB59vrWq2GPKO8ygfgUKm,0.728,220587,0.39,4uB59vrWq2GPKO8ygfgUKm,0.0753,2,0.0985,-16.776,0,0.103,102.91,4,https://api.spotify.com/v1/tracks/4uB59vrWq2GPKO8ygfgUKm,audio_features,spotify:track:4uB59vrWq2GPKO8ygfgUKm,0.338,Afro Jane
0.659,https://api.spotify.com/v1/audio-analysis/3ARRTdCUjNvwjZJAlfmegr,0.546,120853,0.2,3ARRTdCUjNvwjZJAlfmegr,0.742,5,0.117,-22.37,0,0.0722,135.831,4,https://api.spotify.com/v1/tracks/3ARRTdCUjNvwjZJAlfmegr,audio_features,spotify:track:3ARRTdCUjNvwjZJAlfmegr,0.51,Talking Dog
0.77,https://api.spotify.com/v1/audio-analysis/2nEp8lwoTPMlM1q0ZBrkeK,0.188,225173,0.396,2nEp8lwoTPMlM1q0ZBrkeK,0.934,3,0.333,-23.119,1,0.235,66.937,3,https://api.spotify.com/v1/tracks/2nEp8lwoTPMlM1q0ZBrkeK,audio_features,spotify:track:2nEp8lwoTPMlM1q0ZBrkeK,0.0643,Tragic Suite Of Titanic
0.913,https://api.spotify.com/v1/audio-analysis/5nQsFbqhkQnbmYCe8hkbGV,0.721,116720,0.165,5nQsFbqhkQnbmYCe8hkbGV,0.0143,9,0.121,-17.39,1,0.0409,84.902,4,https://api.spotify.com/v1/tracks/5nQsFbqhkQnbmYCe8hkbGV,audio_features,spotify:track:5nQsFbqhkQnbmYCe8hkbGV,0.638,It Was Sad When That Great Ship Went Down
0.95,https://api.spotify.com/v1/audio-analysis/353nLd23RFYr7F00SB1193,0.559,200393,0.121,353nLd23RFYr7F00SB1193,0.204,9,0.11,-18.348,1,0.0535,123.992,3,https://api.spotify.com/v1/tracks/353nLd23RFYr7F00SB1193,audio_features,spotify:track:353nLd23RFYr7F00SB1193,0.289,ラモナ
0.915,https://api.spotify.com/v1/audio-analysis/4g1gBDPLVHBqu50XyqNWph,0.591,211641,0.171,4g1gBDPLVHBqu50XyqNWph,0.274,4,0.115,-15.165,0,0.0432,80.165,4,https://api.spotify.com/v1/tracks/4g1gBDPLVHBqu50XyqNWph,audio_features,spotify:track:4g1gBDPLVHBqu50XyqNWph,0.23,スマイル
0.831,https://api.spotify.com/v1/audio-analysis/32REDbDc4sBPYc8Barr9Na,0.77,249620,0.308,32REDbDc4sBPYc8Barr9Na,0.144,9,0.156,-13.445,1,0.11,150.065,4,https://api.spotify.com/v1/tracks/32REDbDc4sBPYc8Barr9Na,audio_features,spotify:track:32REDbDc4sBPYc8Barr9Na,0.712,悲しみのラッキースター
0.893,https://api.spotify.com/v1/audio-analysis/3RtRWeSgZjleBcBkPJ4DZM,0.903,211209,0.132,3RtRWeSgZjleBcBkPJ4DZM,0.0205,11,0.111,-16.101,0,0.109,87.993,4,https://api.spotify.com/v1/tracks/3RtRWeSgZjleBcBkPJ4DZM,audio_features,spotify:track:3RtRWeSgZjleBcBkPJ4DZM,0.688,ローズマリー、ティートゥリー
0.971,https://api.spotify.com/v1/audio-analysis/0pl40t6tI1cNmznNLdKGjy,0.629,205605,0.353,0pl40t6tI1cNmznNLdKGjy,0.81,0,0.0781,-16.445,1,0.0648,154.196,4,https://api.spotify.com/v1/tracks/0pl40t6tI1cNmznNLdKGjy,audio_features,spotify:track:0pl40t6tI1cNmznNLdKGjy,0.849,ただいま
0.879,https://api.spotify.com/v1/audio-analysis/5eShTu2z4OeN6IN4XAWe8P,0.67,273765,0.464,5eShTu2z4OeN6IN4XAWe8P,0.66,11,0.123,-10.622,0,0.0292,126.126,4,https://api.spotify.com/v1/tracks/5eShTu2z4OeN6IN4XAWe8P,audio_features,spotify:track:5eShTu2z4OeN6IN4XAWe8P,0.677,ロンサム・ロードムービー
0.931,https://api.spotify.com/v1/audio-analysis/0qpuV1QWiAJ4RzetlYb7yN,0.704,152645,0.311,0qpuV1QWiAJ4RzetlYb7yN,0.0693,7,0.121,-14.311,1,0.0358,134.046,4,https://api.spotify.com/v1/tracks/0qpuV1QWiAJ4RzetlYb7yN,audio_features,spotify:track:0qpuV1QWiAJ4RzetlYb7yN,0.766,ウォーカーズ・ブルース
0.882,https://api.spotify.com/v1/audio-analysis/1qvYfSz6OqqKztQZLSE6z0,0.679,187358,0.271,1qvYfSz6OqqKztQZLSE6z0,0.0567,7,0.112,-12.499,1,0.0318,94.003,4,https://api.spotify.com/v1/tracks/1qvYfSz6OqqKztQZLSE6z0,audio_features,spotify:track:1qvYfSz6OqqKztQZLSE6z0,0.472,バナナ追分
0.957,https://api.spotify.com/v1/audio-analysis/6Bwvo1oqUUOdvmO2x5qrDp,0.708,224158,0.299,6Bwvo1oqUUOdvmO2x5qrDp,0.0834,9,0.109,-11.255,1,0.0689,85.626,4,https://api.spotify.com/v1/tracks/6Bwvo1oqUUOdvmO2x5qrDp,audio_features,spotify:track:6Bwvo1oqUUOdvmO2x5qrDp,0.53,レイジーボーン
0.929,https://api.spotify.com/v1/audio-analysis/2k1xsJmYjhYVNVRTi2jUhH,0.78,236489,0.38,2k1xsJmYjhYVNVRTi2jUhH,0.0119,0,0.0834,-9.899,1,0.0475,122.173,4,https://api.spotify.com/v1/tracks/2k1xsJmYjhYVNVRTi2jUhH,audio_features,spotify:track:2k1xsJmYjhYVNVRTi2jUhH,0.896,デザート・ブルース
0.743,https://api.spotify.com/v1/audio-analysis/7t4GPqcb7xjHdWBJfyJeOv,0.576,322601,0.418,7t4GPqcb7xjHdWBJfyJeOv,0.189,9,0.121,-9.961,1,0.0363,97.804,4,https://api.spotify.com/v1/tracks/7t4GPqcb7xjHdWBJfyJeOv,audio_features,spotify:track:7t4GPqcb7xjHdWBJfyJeOv,0.422,カモナ・ガール
0.925,https://api.spotify.com/v1/audio-analysis/2pxtonGFKOYJl02wWjwtPp,0.504,182453,0.271,2pxtonGFKOYJl02wWjwtPp,0.0203,2,0.131,-12.123,1,0.041,151.219,4,https://api.spotify.com/v1/tracks/2pxtonGFKOYJl02wWjwtPp,audio_features,spotify:track:2pxtonGFKOYJl02wWjwtPp,0.366,ラヴ・ミー
0.908,https://api.spotify.com/v1/audio-analysis/1garbz99TVrdfguNTh3Fag,0.472,247307,0.143,1garbz99TVrdfguNTh3Fag,0.926,3,0.0816,-22.072,0,0.0328,94.981,4,https://api.spotify.com/v1/tracks/1garbz99TVrdfguNTh3Fag,audio_features,spotify:track:1garbz99TVrdfguNTh3Fag,0.105,Hindustan
0.839,https://api.spotify.com/v1/audio-analysis/2awSyOIDnPxgYIQmR24dTw,0.166,242200,0.477,2awSyOIDnPxgYIQmR24dTw,0.948,6,0.162,-17.481,0,0.0451,94.565,4,https://api.spotify.com/v1/tracks/2awSyOIDnPxgYIQmR24dTw,audio_features,spotify:track:2awSyOIDnPxgYIQmR24dTw,0.0783,Naga
0.947,https://api.spotify.com/v1/audio-analysis/1NIfH8tqjsh8M39Mvdl1GH,0.239,341667,0.11,1NIfH8tqjsh8M39Mvdl1GH,0.578,0,0.269,-18.169,1,0.0448,119.631,4,https://api.spotify.com/v1/tracks/1NIfH8tqjsh8M39Mvdl1GH,audio_features,spotify:track:1NIfH8tqjsh8M39Mvdl1GH,0.0381,Taj-mahal
0.485,https://api.spotify.com/v1/audio-analysis/520MrVYWry7Alkhlt8X8Qt,0.186,255493,0.281,520MrVYWry7Alkhlt8X8Qt,0.572,10,0.0616,-17.836,0,0.0355,116.412,4,https://api.spotify.com/v1/tracks/520MrVYWry7Alkhlt8X8Qt,audio_features,spotify:track:520MrVYWry7Alkhlt8X8Qt,0.104,Himalaya
0.994,https://api.spotify.com/v1/audio-analysis/1iEjDNISJjVqNMAUAwCtxg,0.451,177240,0.129,1iEjDNISJjVqNMAUAwCtxg,0.957,10,0.139,-23.337,0,0.0353,105.039,4,https://api.spotify.com/v1/tracks/1iEjDNISJjVqNMAUAwCtxg,audio_features,spotify:track:1iEjDNISJjVqNMAUAwCtxg,0.494,Sherpa
0.66,https://api.spotify.com/v1/audio-analysis/3cLHU351ZiHQs3CK9zO7gr,0.584,84093,0.581,3cLHU351ZiHQs3CK9zO7gr,0.923,1,0.192,-12.552,1,0.041,114.167,3,https://api.spotify.com/v1/tracks/3cLHU351ZiHQs3CK9zO7gr,audio_features,spotify:track:3cLHU351ZiHQs3CK9zO7gr,0.724,Jado
0.967,https://api.spotify.com/v1/audio-analysis/4cKkN6r9NnndnnMa8jMWM6,0.329,198307,0.301,4cKkN6r9NnndnnMa8jMWM6,0.909,9,0.301,-22.375,0,0.0352,129.986,3,https://api.spotify.com/v1/tracks/4cKkN6r9NnndnnMa8jMWM6,audio_features,spotify:track:4cKkN6r9NnndnnMa8jMWM6,0.493,Seasons
0.492,https://api.spotify.com/v1/audio-analysis/1DMBHgnf6FAzZqrwNpWv2c,0.541,144067,0.559,1DMBHgnf6FAzZqrwNpWv2c,0.934,5,0.363,-11.32,1,0.0324,168.019,3,https://api.spotify.com/v1/tracks/1DMBHgnf6FAzZqrwNpWv2c,audio_features,spotify:track:1DMBHgnf6FAzZqrwNpWv2c,0.673,Dancing-High
0.511,https://api.spotify.com/v1/audio-analysis/0ZDokLtlzNzIaRbBbGSMlw,0.407,75267,0.338,0ZDokLtlzNzIaRbBbGSMlw,0.255,3,0.172,-14.654,0,0.032,135.871,4,https://api.spotify.com/v1/tracks/0ZDokLtlzNzIaRbBbGSMlw,audio_features,spotify:track:0ZDokLtlzNzIaRbBbGSMlw,0.0906,Chaitya
0.531,https://api.spotify.com/v1/audio-analysis/1vnhqmb1m1fQPBlxAe0VVZ,0.548,292800,0.401,1vnhqmb1m1fQPBlxAe0VVZ,0.88,2,0.114,-15.036,1,0.0269,174.034,4,https://api.spotify.com/v1/tracks/1vnhqmb1m1fQPBlxAe0VVZ,audio_features,spotify:track:1vnhqmb1m1fQPBlxAe0VVZ,0.193,"Angkor Vat - addaptation of ""Mabui Dance"""
0.984,https://api.spotify.com/v1/audio-analysis/5JVcbCo3lX8QxHn6iDkpjM,0.107,902267,0.0938,5JVcbCo3lX8QxHn6iDkpjM,0.72,10,0.158,-23.051,0,0.0476,65.655,3,https://api.spotify.com/v1/tracks/5JVcbCo3lX8QxHn6iDkpjM,audio_features,spotify:track:5JVcbCo3lX8QxHn6iDkpjM,0.0318,Serpent Cloud
0.108,https://api.spotify.com/v1/audio-analysis/4UDFXineXniLpOWz24sUtH,0.361,406306,0.257,4UDFXineXniLpOWz24sUtH,0.443,8,0.189,-19.572,1,0.0572,111.08,4,https://api.spotify.com/v1/tracks/4UDFXineXniLpOWz24sUtH,audio_features,spotify:track:4UDFXineXniLpOWz24sUtH,0.0355,good sport mix グッド・スポーツ・ミックス
0.995,https://api.spotify.com/v1/audio-analysis/487FmjnXaO7WVAUREkJFHm,0.439,16727,0.182,487FmjnXaO7WVAUREkJFHm,0.99,2,0.111,-18.043,1,0.0535,180.943,4,https://api.spotify.com/v1/tracks/487FmjnXaO7WVAUREkJFHm,audio_features,spotify:track:487FmjnXaO7WVAUREkJFHm,0.262,fanfare ファンファーレ
0.136,https://api.spotify.com/v1/audio-analysis/1QgCxW4VWD48BWd46DpLcV,0.254,275067,0.0687,1QgCxW4VWD48BWd46DpLcV,0.79,2,0.137,-20.872,0,0.0393,109.463,5,https://api.spotify.com/v1/tracks/1QgCxW4VWD48BWd46DpLcV,audio_features,spotify:track:1QgCxW4VWD48BWd46DpLcV,0.141,sacred runner 聖火ランナー
0.0633,https://api.spotify.com/v1/audio-analysis/2NQXHzkwOwjE1NVJOFkehg,0.719,494400,0.268,2NQXHzkwOwjE1NVJOFkehg,0.243,0,0.108,-17.949,0,0.0301,95.907,4,https://api.spotify.com/v1/tracks/2NQXHzkwOwjE1NVJOFkehg,audio_features,spotify:track:2NQXHzkwOwjE1NVJOFkehg,0.116,fin de siecle 二十世紀の夜明け
0.784,https://api.spotify.com/v1/audio-analysis/3KKozyNzkqCnp9vVvBkjgY,0.161,101400,0.528,3KKozyNzkqCnp9vVvBkjgY,0.507,10,0.718,-20.993,1,0.124,131.119,1,https://api.spotify.com/v1/tracks/3KKozyNzkqCnp9vVvBkjgY,audio_features,spotify:track:3KKozyNzkqCnp9vVvBkjgY,0.178,nostalgia ノスタルジア
0.000861,https://api.spotify.com/v1/audio-analysis/5LX31lLApoUhtCF0OS1ojG,0.671,709067,0.578,5LX31lLApoUhtCF0OS1ojG,0.798,6,0.089,-18.45,0,0.0406,111.889,4,https://api.spotify.com/v1/tracks/5LX31lLApoUhtCF0OS1ojG,audio_features,spotify:track:5LX31lLApoUhtCF0OS1ojG,0.0818,troy (the videoman) トロイ~ビデオマン
0.238,https://api.spotify.com/v1/audio-analysis/5lo71SwDcy2wJB9GIKsmEW,0.167,354267,0.14,5lo71SwDcy2wJB9GIKsmEW,0.911,5,0.0987,-20.236,0,0.0377,139.919,3,https://api.spotify.com/v1/tracks/5lo71SwDcy2wJB9GIKsmEW,audio_features,spotify:track:5lo71SwDcy2wJB9GIKsmEW,0.0599,torch music トーチ・ミュージック
0.977,https://api.spotify.com/v1/audio-analysis/1dMvKtWlJMqV8OYOQChvIb,0.247,128627,0.418,1dMvKtWlJMqV8OYOQChvIb,0.973,9,0.118,-26.401,0,0.0626,68.309,4,https://api.spotify.com/v1/tracks/1dMvKtWlJMqV8OYOQChvIb,audio_features,spotify:track:1dMvKtWlJMqV8OYOQChvIb,0.124,newage children 新しい子供達
0.592,https://api.spotify.com/v1/audio-analysis/4NKcejDXDgKi3k90qMNw0E,0.753,433973,0.46,4NKcejDXDgKi3k90qMNw0E,0.843,2,0.145,-14.357,0,0.0984,96.242,4,https://api.spotify.com/v1/tracks/4NKcejDXDgKi3k90qMNw0E,audio_features,spotify:track:4NKcejDXDgKi3k90qMNw0E,0.256,bamboo wave 光る風~竹林の波
0.725,https://api.spotify.com/v1/audio-analysis/5tX0FMG8XeLiu8Yt3GIg16,0.167,250260,0.439,5tX0FMG8XeLiu8Yt3GIg16,0.802,4,0.0731,-16.257,0,0.0597,130.042,4,https://api.spotify.com/v1/tracks/5tX0FMG8XeLiu8Yt3GIg16,audio_features,spotify:track:5tX0FMG8XeLiu8Yt3GIg16,0.0344,a collage of life コラージュ・オブ・ライフ
0.291,https://api.spotify.com/v1/audio-analysis/6TTeDnLlMhdtg6Ee8GBowd,0.692,485000,0.281,6TTeDnLlMhdtg6Ee8GBowd,0.813,7,0.0906,-12.879,1,0.0577,169.898,4,https://api.spotify.com/v1/tracks/6TTeDnLlMhdtg6Ee8GBowd,audio_features,spotify:track:6TTeDnLlMhdtg6Ee8GBowd,0.551,LAUGHTER MADITATION
0.937,https://api.spotify.com/v1/audio-analysis/3A6hUJ6uPRq5gIh6c0gUCd,0.377,304453,0.137,3A6hUJ6uPRq5gIh6c0gUCd,0.435,9,0.0977,-21.758,1,0.0315,81.15,4,https://api.spotify.com/v1/tracks/3A6hUJ6uPRq5gIh6c0gUCd,audio_features,spotify:track:3A6hUJ6uPRq5gIh6c0gUCd,0.197,HONEY MOON
0.423,https://api.spotify.com/v1/audio-analysis/6qJwDLjlkXhpgYGrZP42Nv,0.578,203280,0.219,6qJwDLjlkXhpgYGrZP42Nv,0.908,5,0.105,-15.995,0,0.0436,89.991,3,https://api.spotify.com/v1/tracks/6qJwDLjlkXhpgYGrZP42Nv,audio_features,spotify:track:6qJwDLjlkXhpgYGrZP42Nv,0.736,DEIRA
0.869,https://api.spotify.com/v1/audio-analysis/5UbWFiqcWmAnbT6KmZH9al,0.22,326773,0.232,5UbWFiqcWmAnbT6KmZH9al,0.714,1,0.0656,-22.328,1,0.0338,78.55,4,https://api.spotify.com/v1/tracks/5UbWFiqcWmAnbT6KmZH9al,audio_features,spotify:track:5UbWFiqcWmAnbT6KmZH9al,0.0393,QUIET LODGE EDIT
0.181,https://api.spotify.com/v1/audio-analysis/4gpBFlOEden37bay9Zj2zi,0.671,392800,0.805,4gpBFlOEden37bay9Zj2zi,0.792,5,0.102,-13.484,0,0.0503,120.038,3,https://api.spotify.com/v1/tracks/4gpBFlOEden37bay9Zj2zi,audio_features,spotify:track:4gpBFlOEden37bay9Zj2zi,0.317,MEDICINE MIX
0.964,https://api.spotify.com/v1/audio-analysis/5yp129qMPjMyhKICtDnTSn,0.549,222333,0.294,5yp129qMPjMyhKICtDnTSn,0.894,0,0.0973,-21.313,1,0.0293,85.948,4,https://api.spotify.com/v1/tracks/5yp129qMPjMyhKICtDnTSn,audio_features,spotify:track:5yp129qMPjMyhKICtDnTSn,0.341,SAND STORM EDIT
0.186,https://api.spotify.com/v1/audio-analysis/2VsLlgV7FvuTsUwCMOkPYI,0.451,586453,0.374,2VsLlgV7FvuTsUwCMOkPYI,0.227,2,0.0837,-12.943,1,0.0326,171.86,3,https://api.spotify.com/v1/tracks/2VsLlgV7FvuTsUwCMOkPYI,audio_features,spotify:track:2VsLlgV7FvuTsUwCMOkPYI,0.285,MABUI DANCE #2
0.657,https://api.spotify.com/v1/audio-analysis/4rt1jgStl48rM5R6yvRN3O,0.842,382947,0.468,4rt1jgStl48rM5R6yvRN3O,0.867,10,0.0772,-14.835,0,0.186,94.06,4,https://api.spotify.com/v1/tracks/4rt1jgStl48rM5R6yvRN3O,audio_features,spotify:track:4rt1jgStl48rM5R6yvRN3O,0.686,AIWOIWAIAOU
0.926,https://api.spotify.com/v1/audio-analysis/1S1NpOrwcuuqAG4XhCjUvb,0.67,637053,0.101,1S1NpOrwcuuqAG4XhCjUvb,0.928,5,0.095,-24.339,0,0.0368,120.039,3,https://api.spotify.com/v1/tracks/1S1NpOrwcuuqAG4XhCjUvb,audio_features,spotify:track:1S1NpOrwcuuqAG4XhCjUvb,0.0364,ARMENIAN ORIENTATION
0.957,https://api.spotify.com/v1/audio-analysis/2FRipc9UogCdwnWLvE74Uq,0.0767,243413,0.0883,2FRipc9UogCdwnWLvE74Uq,0.872,11,0.332,-22.62,0,0.0359,73.682,3,https://api.spotify.com/v1/tracks/2FRipc9UogCdwnWLvE74Uq,audio_features,spotify:track:2FRipc9UogCdwnWLvE74Uq,0.0314,AMBIENT MEDITATION #3
0.703,https://api.spotify.com/v1/audio-analysis/18rHZFEajsnCp4bVFDr3iG,0.252,110813,0.308,18rHZFEajsnCp4bVFDr3iG,0.823,7,0.0747,-15.855,0,0.0406,81.192,4,https://api.spotify.com/v1/tracks/18rHZFEajsnCp4bVFDr3iG,audio_features,spotify:track:18rHZFEajsnCp4bVFDr3iG,0.0398,ESASHI
0.0329,https://api.spotify.com/v1/audio-analysis/2uPqMj88ilk0dq3UJO8kSt,0.591,383267,0.661,2uPqMj88ilk0dq3UJO8kSt,0.581,2,0.41,-7.249,1,0.0442,173.828,4,https://api.spotify.com/v1/tracks/2uPqMj88ilk0dq3UJO8kSt,audio_features,spotify:track:2uPqMj88ilk0dq3UJO8kSt,0.798,ANDADURA
0.827,https://api.spotify.com/v1/audio-analysis/7GRwrE8D9Z2LV1TXBdJVE3,0.656,364360,0.734,7GRwrE8D9Z2LV1TXBdJVE3,0.843,4,0.104,-10.151,0,0.0582,180.064,4,https://api.spotify.com/v1/tracks/7GRwrE8D9Z2LV1TXBdJVE3,audio_features,spotify:track:7GRwrE8D9Z2LV1TXBdJVE3,0.608,ORGONE BOX
0.0368,https://api.spotify.com/v1/audio-analysis/74LZJQ7AgptNfn73765IHm,0.791,164147,0.249,74LZJQ7AgptNfn73765IHm,2.14e-06,4,0.129,-17.546,1,0.0454,113.242,4,https://api.spotify.com/v1/tracks/74LZJQ7AgptNfn73765IHm,audio_features,spotify:track:74LZJQ7AgptNfn73765IHm,0.782,OHENRO-SAN
0.432,https://api.spotify.com/v1/audio-analysis/0YjLpFQT0T4NKMqAAqBIlN,0.754,255853,0.437,0YjLpFQT0T4NKMqAAqBIlN,0.923,7,0.208,-12.102,1,0.0758,107.06,4,https://api.spotify.com/v1/tracks/0YjLpFQT0T4NKMqAAqBIlN,audio_features,spotify:track:0YjLpFQT0T4NKMqAAqBIlN,0.588,CARAVAN
0.966,https://api.spotify.com/v1/audio-analysis/3c3luusQuKNTRp3kH3Qvu3,0.229,212693,0.119,3c3luusQuKNTRp3kH3Qvu3,0.906,0,0.116,-17.22,1,0.0318,85.725,3,https://api.spotify.com/v1/tracks/3c3luusQuKNTRp3kH3Qvu3,audio_features,spotify:track:3c3luusQuKNTRp3kH3Qvu3,0.0379,RETORT
0.0652,https://api.spotify.com/v1/audio-analysis/36V0OgsRT3BiLmNxs7XItD,0.79,686400,0.562,36V0OgsRT3BiLmNxs7XItD,0.876,10,0.305,-15.45,0,0.0657,126.038,4,https://api.spotify.com/v1/tracks/36V0OgsRT3BiLmNxs7XItD,audio_features,spotify:track:36V0OgsRT3BiLmNxs7XItD,0.225,LAUGH-GAS
0.96,https://api.spotify.com/v1/audio-analysis/0LqA7XAJK7j0uC30HKT4KS,0.404,325920,0.151,0LqA7XAJK7j0uC30HKT4KS,0.852,6,0.0788,-18.892,1,0.031,135.76,3,https://api.spotify.com/v1/tracks/0LqA7XAJK7j0uC30HKT4KS,audio_features,spotify:track:0LqA7XAJK7j0uC30HKT4KS,0.122,KORENDOR
0.0511,https://api.spotify.com/v1/audio-analysis/4hnLkA2daHdotPm7ylnT4y,0.737,370680,0.537,4hnLkA2daHdotPm7ylnT4y,0.448,1,0.211,-8.897,1,0.0455,96.108,4,https://api.spotify.com/v1/tracks/4hnLkA2daHdotPm7ylnT4y,audio_features,spotify:track:4hnLkA2daHdotPm7ylnT4y,0.24,PLEOCENE
0.967,https://api.spotify.com/v1/audio-analysis/5R2Is33x89gDar9SgmXUZS,0.274,183640,0.106,5R2Is33x89gDar9SgmXUZS,0.921,1,0.293,-21.256,0,0.0377,131.906,5,https://api.spotify.com/v1/tracks/5R2Is33x89gDar9SgmXUZS,audio_features,spotify:track:5R2Is33x89gDar9SgmXUZS,0.0349,月読
0.528,https://api.spotify.com/v1/audio-analysis/0NLDHv8nKNdBs9MBuWQnE9,0.184,250653,0.321,0NLDHv8nKNdBs9MBuWQnE9,0.974,8,0.156,-17.542,0,0.035,179.913,3,https://api.spotify.com/v1/tracks/0NLDHv8nKNdBs9MBuWQnE9,audio_features,spotify:track:0NLDHv8nKNdBs9MBuWQnE9,0.0719,羅城門
0.898,https://api.spotify.com/v1/audio-analysis/7DhFRqZw22zwm47m13QdzB,0.296,182533,0.0252,7DhFRqZw22zwm47m13QdzB,0.826,1,0.115,-15.776,0,0.0341,139.285,5,https://api.spotify.com/v1/tracks/7DhFRqZw22zwm47m13QdzB,audio_features,spotify:track:7DhFRqZw22zwm47m13QdzB,0.0384,藤壷
0.945,https://api.spotify.com/v1/audio-analysis/0H8cwmuRQUvQ95XniKOgQJ,0.278,183880,0.655,0H8cwmuRQUvQ95XniKOgQJ,0.943,3,0.39,-12.848,0,0.0544,118.641,4,https://api.spotify.com/v1/tracks/0H8cwmuRQUvQ95XniKOgQJ,audio_features,spotify:track:0H8cwmuRQUvQ95XniKOgQJ,0.16,朝露
0.884,https://api.spotify.com/v1/audio-analysis/3xvdHLhXfl2TisZTB4T20s,0.188,223400,0.17,3xvdHLhXfl2TisZTB4T20s,0.965,0,0.175,-17.497,1,0.0331,85.478,4,https://api.spotify.com/v1/tracks/3xvdHLhXfl2TisZTB4T20s,audio_features,spotify:track:3xvdHLhXfl2TisZTB4T20s,0.0935,若紫
0.932,https://api.spotify.com/v1/audio-analysis/4nhoteG5NNZEPfVSDtIKeE,0.157,178987,0.272,4nhoteG5NNZEPfVSDtIKeE,0.914,3,0.0871,-18.065,0,0.0392,61.386,4,https://api.spotify.com/v1/tracks/4nhoteG5NNZEPfVSDtIKeE,audio_features,spotify:track:4nhoteG5NNZEPfVSDtIKeE,0.0363,御息所
0.77,https://api.spotify.com/v1/audio-analysis/1g0Uji3n6RlzHNbhElJNrm,0.176,237240,0.158,1g0Uji3n6RlzHNbhElJNrm,0.897,10,0.117,-18.241,0,0.0426,116.917,4,https://api.spotify.com/v1/tracks/1g0Uji3n6RlzHNbhElJNrm,audio_features,spotify:track:1g0Uji3n6RlzHNbhElJNrm,0.134,浮橋
